x,y
0.442424,0.744261
0.443434,0.745689
0.444444,0.746914
0.445455,0.747934
0.446465,0.74875
0.447475,0.749362
0.448485,0.74977
0.449495,0.749974
0.450505,0.749974
0.451515,0.74977
0.452525,0.749362
0.453535,0.74875
0.454545,0.747934
0.455556,0.746914
0.456566,0.745689
0.457576,0.744261
0.458586,0.742628
0.459596,0.740792
0.460606,0.738751
0.461616,0.736506
0.462626,0.734058
0.463636,0.731405
0.464646,0.728548
0.465657,0.725487
0.466667,0.722222
0.467677,0.718753
0.468687,0.71508
0.469697,0.711203
0.470707,0.707122
0.471717,0.702836
0.472727,0.698347
0.473737,0.693654
0.474747,0.688756
0.475758,0.683655
0.476768,0.678349
0.477778,0.67284
0.478788,0.667126
0.479798,0.661208
0.480808,0.655086
0.481818,0.64876
0.482828,0.64223
0.483838,0.635496
0.484848,0.628558
0.485859,0.621416
0.486869,0.61407
0.487879,0.60652
0.488889,0.598765
0.489899,0.590807
0.490909,0.582645
0.491919,0.574278
0.492929,0.565708
0.493939,0.556933
0.494949,0.547954
0.49596,0.538772
0.49697,0.529385
0.49798,0.519794
0.49899,0.509999
0.5,0.5
0.4,0
0.40101,5.10152e-05
0.40202,0.000204061
0.40303,0.000459137
0.40404,0.000816243
0.405051,0.00127538
0.406061,0.00183655
0.407071,0.00249974
0.408081,0.00326497
0.409091,0.00413223
0.410101,0.00510152
0.411111,0.00617284
0.412121,0.00734619
0.413131,0.00862157
0.414141,0.00999898
0.415152,0.0114784
0.416162,0.0130599
0.417172,0.0147434
0.418182,0.0165289
0.419192,0.0184165
0.420202,0.0204061
0.421212,0.0224977
0.422222,0.0246914
0.423232,0.026987
0.424242,0.0293848
0.425253,0.0318845
0.426263,0.0344863
0.427273,0.0371901
0.428283,0.0399959
0.429293,0.0429038
0.430303,0.0459137
0.431313,0.0490256
0.432323,0.0522396
0.433333,0.0555556
0.434343,0.0589736
0.435354,0.0624936
0.436364,0.0661157
0.437374,0.0698398
0.438384,0.073666
0.439394,0.0775941
0.440404,0.0816243
0.441414,0.0857566
0.442424,0.0899908
0.443434,0.0943271
0.444444,0.0987654
0.445455,0.103306
0.446465,0.107948
0.447475,0.112693
0.448485,0.117539
0.449495,0.122488
0.450505,0.127538
0.451515,0.132691
0.452525,0.137945
0.453535,0.143302
0.454545,0.14876
0.455556,0.154321
0.456566,0.159984
0.457576,0.165748
0.458586,0.171615
0.459596,0.177584
0.460606,0.183655
0.461616,0.189828
0.462626,0.196102
0.463636,0.202479
0.464646,0.208958
0.465657,0.215539
0.466667,0.222222
0.467677,0.229007
0.468687,0.235894
0.469697,0.242883
0.470707,0.249974
0.471717,0.257168
0.472727,0.264463
0.473737,0.27186
0.474747,0.279359
0.475758,0.286961
0.476768,0.294664
0.477778,0.302469
0.478788,0.310376
0.479798,0.318386
0.480808,0.326497
0.481818,0.334711
0.482828,0.343026
0.483838,0.351444
0.484848,0.359963
0.485859,0.368585
0.486869,0.377308
0.487879,0.386134
0.488889,0.395062
0.489899,0.404091
0.490909,0.413223
0.491919,0.422457
0.492929,0.431793
0.493939,0.44123
0.494949,0.45077
0.49596,0.460412
0.49697,0.470156
0.49798,0.480002
0.49899,0.48995
0.5,0.5
0.5,0.5
0.50101,0.48995
0.50202,0.480002
0.50303,0.470156
0.50404,0.460412
0.505051,0.45077
0.506061,0.44123
0.507071,0.431793
0.508081,0.422457
0.509091,0.413223
0.510101,0.404091
0.511111,0.395062
0.512121,0.386134
0.513131,0.377308
0.514141,0.368585
0.515152,0.359963
0.516162,0.351444
0.517172,0.343026
0.518182,0.334711
0.519192,0.326497
0.520202,0.318386
0.521212,0.310376
0.522222,0.302469
0.523232,0.294664
0.524242,0.286961
0.525253,0.279359
0.526263,0.27186
0.527273,0.264463
0.528283,0.257168
0.529293,0.249974
0.530303,0.242883
0.531313,0.235894
0.532323,0.229007
0.533333,0.222222
0.534343,0.215539
0.535354,0.208958
0.536364,0.202479
0.537374,0.196102
0.538384,0.189828
0.539394,0.183655
0.540404,0.177584
0.541414,0.171615
0.542424,0.165748
0.543434,0.159984
0.544444,0.154321
0.545455,0.14876
0.546465,0.143302
0.547475,0.137945
0.548485,0.132691
0.549495,0.127538
0.550505,0.122488
0.551515,0.117539
0.552525,0.112693
0.553535,0.107948
0.554545,0.103306
0.555556,0.0987654
0.556566,0.0943271
0.557576,0.0899908
0.558586,0.0857566
0.559596,0.0816243
0.560606,0.0775941
0.561616,0.073666
0.562626,0.0698398
0.563636,0.0661157
0.564646,0.0624936
0.565657,0.0589736
0.566667,0.0555556
0.567677,0.0522396
0.568687,0.0490256
0.569697,0.0459137
0.570707,0.0429038
0.571717,0.0399959
0.572727,0.0371901
0.573737,0.0344863
0.574747,0.0318845
0.575758,0.0293848
0.576768,0.026987
0.577778,0.0246914
0.578788,0.0224977
0.579798,0.0204061
0.580808,0.0184165
0.581818,0.0165289
0.582828,0.0147434
0.583838,0.0130599
0.584848,0.0114784
0.585859,0.00999898
0.586869,0.00862157
0.587879,0.00734619
0.588889,0.00617284
0.589899,0.00510152
0.590909,0.00413223
0.591919,0.00326497
0.592929,0.00249974
0.593939,0.00183655
0.594949,0.00127538
0.59596,0.000816243
0.59697,0.000459137
0.59798,0.000204061
0.59899,5.10152e-05
0.6,0
0.5,0.5
0.50101,0.509999
0.50202,0.519794
0.50303,0.529385
0.50404,0.538772
0.505051,0.547954
0.506061,0.556933
0.507071,0.565708
0.508081,0.574278
0.509091,0.582645
0.510101,0.590807
0.511111,0.598765
0.512121,0.60652
0.513131,0.61407
0.514141,0.621416
0.515152,0.628558
0.516162,0.635496
0.517172,0.64223
0.518182,0.64876
0.519192,0.655086
0.520202,0.661208
0.521212,0.667126
0.522222,0.67284
0.523232,0.678349
0.524242,0.683655
0.525253,0.688756
0.526263,0.693654
0.527273,0.698347
0.528283,0.702836
0.529293,0.707122
0.530303,0.711203
0.531313,0.71508
0.532323,0.718753
0.533333,0.722222
0.534343,0.725487
0.535354,0.728548
0.536364,0.731405
0.537374,0.734058
0.538384,0.736506
0.539394,0.738751
0.540404,0.740792
0.541414,0.742628
0.542424,0.744261
0.543434,0.745689
0.544444,0.746914
0.545455,0.747934
0.546465,0.74875
0.547475,0.749362
0.548485,0.74977
0.549495,0.749974
0.550505,0.749974
0.551515,0.74977
0.552525,0.749362
0.553535,0.74875
0.554545,0.747934
0.555556,0.746914
0.556566,0.745689
0.557576,0.744261
0.558586,0.742628
0.559596,0.740792
0.560606,0.738751
0.561616,0.736506
0.562626,0.734058
0.563636,0.731405
0.564646,0.728548
0.565657,0.725487
0.566667,0.722222
0.567677,0.718753
0.568687,0.71508
0.569697,0.711203
0.570707,0.707122
0.571717,0.702836
0.572727,0.698347
0.573737,0.693654
0.574747,0.688756
0.575758,0.683655
0.576768,0.678349
0.577778,0.67284
0.578788,0.667126
0.579798,0.661208
0.580808,0.655086
0.581818,0.64876
0.582828,0.64223
0.583838,0.635496
0.584848,0.628558
0.585859,0.621416
0.586869,0.61407
0.587879,0.60652
0.588889,0.598765
0.589899,0.590807
0.590909,0.582645
0.591919,0.574278
0.592929,0.565708
0.593939,0.556933
0.594949,0.547954
0.59596,0.538772
0.59697,0.529385
0.59798,0.519794
0.59899,0.509999
0.6,0.5
0.5,0
0.50101,5.10152e-05
0.50202,0.000204061
0.50303,0.000459137
0.50404,0.000816243
0.505051,0.00127538
0.506061,0.00183655
0.507071,0.00249974
0.508081,0.00326497
0.509091,0.00413223
0.510101,0.00510152
0.511111,0.00617284
0.512121,0.00734619
0.513131,0.00862157
0.514141,0.00999898
0.515152,0.0114784
0.516162,0.0130599
0.517172,0.0147434
0.518182,0.0165289
0.519192,0.0184165
0.520202,0.0204061
0.521212,0.0224977
0.522222,0.0246914
0.523232,0.026987
0.524242,0.0293848
0.525253,0.0318845
0.526263,0.0344863
0.527273,0.0371901
0.528283,0.0399959
0.529293,0.0429038
0.530303,0.0459137
0.531313,0.0490256
0.532323,0.0522396
0.533333,0.0555556
0.534343,0.0589736
0.535354,0.0624936
0.536364,0.0661157
0.537374,0.0698398
0.538384,0.073666
0.539394,0.0775941
0.540404,0.0816243
0.541414,0.0857566
0.542424,0.0899908
0.543434,0.0943271
0.544444,0.0987654
0.545455,0.103306
0.546465,0.107948
0.547475,0.112693
0.548485,0.117539
0.549495,0.122488
0.550505,0.127538
0.551515,0.132691
0.552525,0.137945
0.553535,0.143302
0.554545,0.14876
0.555556,0.154321
0.556566,0.159984
0.557576,0.165748
0.558586,0.171615
0.559596,0.177584
0.560606,0.183655
0.561616,0.189828
0.562626,0.196102
0.563636,0.202479
0.564646,0.208958
0.565657,0.215539
0.566667,0.222222
0.567677,0.229007
0.568687,0.235894
0.569697,0.242883
0.570707,0.249974
0.571717,0.257168
0.572727,0.264463
0.573737,0.27186
0.574747,0.279359
0.575758,0.286961
0.576768,0.294664
0.577778,0.302469
0.578788,0.310376
0.579798,0.318386
0.580808,0.326497
0.581818,0.334711
0.582828,0.343026
0.583838,0.351444
0.584848,0.359963
0.585859,0.368585
0.586869,0.377308
0.587879,0.386134
0.588889,0.395062
0.589899,0.404091
0.590909,0.413223
0.591919,0.422457
0.592929,0.431793
0.593939,0.44123
0.594949,0.45077
0.59596,0.460412
0.59697,0.470156
0.59798,0.480002
0.59899,0.48995
0.6,0.5
0.6,0.5
0.60101,0.48995
0.60202,0.480002
0.60303,0.470156
0.60404,0.460412
0.605051,0.45077
0.606061,0.44123
0.607071,0.431793
0.608081,0.422457
0.609091,0.413223
0.610101,0.404091
0.611111,0.395062
0.612121,0.386134
0.613131,0.377308
0.614141,0.368585
0.615152,0.359963
0.616162,0.351444
0.617172,0.343026
0.618182,0.334711
0.619192,0.326497
0.620202,0.318386
0.621212,0.310376
0.622222,0.302469
0.623232,0.294664
0.624242,0.286961
0.625253,0.279359
0.626263,0.27186
0.627273,0.264463
0.628283,0.257168
0.629293,0.249974
0.630303,0.242883
0.631313,0.235894
0.632323,0.229007
0.633333,0.222222
0.634343,0.215539
0.635354,0.208958
0.636364,0.202479
0.637374,0.196102
0.638384,0.189828
0.639394,0.183655
0.640404,0.177584
0.641414,0.171615
0.642424,0.165748
0.643434,0.159984
0.644444,0.154321
0.645455,0.14876
0.646465,0.143302
0.647475,0.137945
0.648485,0.132691
0.649495,0.127538
0.650505,0.122488
0.651515,0.117539
0.652525,0.112693
0.653535,0.107948
0.654545,0.103306
0.655556,0.0987654
0.656566,0.0943271
0.657576,0.0899908
0.658586,0.0857566
0.659596,0.0816243
0.660606,0.0775941
0.661616,0.073666
0.662626,0.0698398
0.663636,0.0661157
0.664646,0.0624936
0.665657,0.0589736
0.666667,0.0555556
0.667677,0.0522396
0.668687,0.0490256
0.669697,0.0459137
0.670707,0.0429038
0.671717,0.0399959
0.672727,0.0371901
0.673737,0.0344863
0.674747,0.0318845
0.675758,0.0293848
0.676768,0.026987
0.677778,0.0246914
0.678788,0.0224977
0.679798,0.0204061
0.680808,0.0184165
0.681818,0.0165289
0.682828,0.0147434
0.683838,0.0130599
0.684848,0.0114784
0.685859,0.00999898
0.686869,0.00862157
0.687879,0.00734619
0.688889,0.00617284
0.689899,0.00510152
0.690909,0.00413223
0.691919,0.00326497
0.692929,0.00249974
0.693939,0.00183655
0.694949,0.00127538
0.69596,0.000816243
0.69697,0.000459137
0.69798,0.000204061
0.69899,5.10152e-05
0.7,0
0.6,0.5
0.60101,0.509999
0.60202,0.519794
0.60303,0.529385
0.60404,0.538772
0.605051,0.547954
0.606061,0.556933
0.607071,0.565708
0.608081,0.574278
0.609091,0.582645
0.610101,0.590807
0.611111,0.598765
0.612121,0.60652
0.613131,0.61407
0.614141,0.621416
0.615152,0.628558
0.616162,0.635496
0.617172,0.64223
0.618182,0.64876
0.619192,0.655086
0.620202,0.661208
0.621212,0.667126
0.622222,0.67284
0.623232,0.678349
0.624242,0.683655
0.625253,0.688756
0.626263,0.693654
0.627273,0.698347
0.628283,0.702836
0.629293,0.707122
0.630303,0.711203
0.631313,0.71508
0.632323,0.718753
0.633333,0.722222
0.634343,0.725487
0.635354,0.728548
0.636364,0.731405
0.637374,0.734058
0.638384,0.736506
0.639394,0.738751
0.640404,0.740792
0.641414,0.742628
0.642424,0.744261
0.643434,0.745689
0.644444,0.746914
0.645455,0.747934
0.646465,0.74875
0.647475,0.749362
0.648485,0.74977
0.649495,0.749974
0.650505,0.749974
0.651515,0.74977
0.652525,0.749362
0.653535,0.74875
0.654545,0.747934
0.655556,0.746914
0.656566,0.745689
0.657576,0.744261
0.658586,0.742628
0.659596,0.740792
0.660606,0.738751
0.661616,0.736506
0.662626,0.734058
0.663636,0.731405
0.664646,0.728548
0.665657,0.725487
0.666667,0.722222
0.667677,0.718753
0.668687,0.71508
0.669697,0.711203
0.670707,0.707122
0.671717,0.702836
0.672727,0.698347
0.673737,0.693654
0.674747,0.688756
0.675758,0.683655
0.676768,0.678349
0.677778,0.67284
0.678788,0.667126
0.679798,0.661208
0.680808,0.655086
0.681818,0.64876
0.682828,0.64223
