d,uh,u
0.2785,1.38366,1.38366
0.279,1.38324,1.38324
0.2795,1.38282,1.38282
0.28,1.3824,1.3824
0.2805,1.38198,1.38198
0.281,1.38156,1.38156
0.2815,1.38114,1.38114
0.282,1.38071,1.38071
0.2825,1.38029,1.38029
0.283,1.37987,1.37987
0.2835,1.37944,1.37944
0.284,1.37902,1.37902
0.2845,1.37859,1.37859
0.285,1.37816,1.37816
0.2855,1.37773,1.37773
0.286,1.37731,1.37731
0.2865,1.37688,1.37688
0.287,1.37645,1.37645
0.2875,1.37602,1.37602
0.288,1.37558,1.37558
0.2885,1.37515,1.37515
0.289,1.37472,1.37472
0.2895,1.37428,1.37428
0.29,1.37385,1.37385
0.2905,1.37341,1.37341
0.291,1.37298,1.37298
0.2915,1.37254,1.37254
0.292,1.3721,1.3721
0.2925,1.37167,1.37167
0.293,1.37123,1.37123
0.2935,1.37079,1.37079
0.294,1.37035,1.37035
0.2945,1.3699,1.3699
0.295,1.36946,1.36946
0.2955,1.36902,1.36902
0.296,1.36858,1.36858
0.2965,1.36813,1.36813
0.297,1.36769,1.36769
0.2975,1.36724,1.36724
0.298,1.36679,1.36679
0.2985,1.36635,1.36635
0.299,1.3659,1.3659
0.2995,1.36545,1.36545
0.3,1.365,1.365
0.3005,1.36455,1.36455
0.301,1.3641,1.3641
0.3015,1.36365,1.36365
0.302,1.36319,1.36319
0.3025,1.36274,1.36274
0.303,1.36229,1.36229
0.3035,1.36183,1.36183
0.304,1.36138,1.36138
0.3045,1.36092,1.36092
0.305,1.36046,1.36046
0.3055,1.36,1.36
0.306,1.35955,1.35955
0.3065,1.35909,1.35909
0.307,1.35863,1.35863
0.3075,1.35817,1.35817
0.308,1.3577,1.3577
0.3085,1.35724,1.35724
0.309,1.35678,1.35678
0.3095,1.35631,1.35631
0.31,1.35585,1.35585
0.3105,1.35538,1.35538
0.311,1.35492,1.35492
0.3115,1.35445,1.35445
0.312,1.35398,1.35398
0.3125,1.35352,1.35352
0.313,1.35305,1.35305
0.3135,1.35258,1.35258
0.314,1.35211,1.35211
0.3145,1.35163,1.35163
0.315,1.35116,1.35116
0.3155,1.35069,1.35069
0.316,1.35022,1.35022
0.3165,1.34974,1.34974
0.317,1.34927,1.34927
0.3175,1.34879,1.34879
0.318,1.34831,1.34831
0.3185,1.34784,1.34784
0.319,1.34736,1.34736
0.3195,1.34688,1.34688
0.32,1.3464,1.3464
0.3205,1.34592,1.34592
0.321,1.34544,1.34544
0.3215,1.34496,1.34496
0.322,1.34447,1.34447
0.3225,1.34399,1.34399
0.323,1.34351,1.34351
0.3235,1.34302,1.34302
0.324,1.34254,1.34254
0.3245,1.34205,1.34205
0.325,1.34156,1.34156
0.3255,1.34107,1.34107
0.326,1.34059,1.34059
0.3265,1.3401,1.3401
0.327,1.33961,1.33961
0.3275,1.33912,1.33912
0.328,1.33862,1.33862
0.3285,1.33813,1.33813
0.329,1.33764,1.33764
0.3295,1.33714,1.33714
0.33,1.33665,1.33665
0.3305,1.33615,1.33615
0.331,1.33566,1.33566
0.3315,1.33516,1.33516
0.332,1.33466,1.33466
0.3325,1.33417,1.33417
0.333,1.33367,1.33367
0.3335,1.33317,1.33317
0.334,1.33267,1.33267
0.3345,1.33216,1.33216
0.335,1.33166,1.33166
0.3355,1.33116,1.33116
0.336,1.33066,1.33066
0.3365,1.33015,1.33015
0.337,1.32965,1.32965
0.3375,1.32914,1.32914
0.338,1.32863,1.32863
0.3385,1.32813,1.32813
0.339,1.32762,1.32762
0.3395,1.32711,1.32711
0.34,1.3266,1.3266
0.3405,1.32609,1.32609
0.341,1.32558,1.32558
0.3415,1.32507,1.32507
0.342,1.32455,1.32455
0.3425,1.32404,1.32404
0.343,1.32353,1.32353
0.3435,1.32301,1.32301
0.344,1.3225,1.3225
0.3445,1.32198,1.32198
0.345,1.32146,1.32146
0.3455,1.32094,1.32094
0.346,1.32043,1.32043
0.3465,1.31991,1.31991
0.347,1.31939,1.31939
0.3475,1.31887,1.31887
0.348,1.31834,1.31834
0.3485,1.31782,1.31782
0.349,1.3173,1.3173
0.3495,1.31677,1.31677
0.35,1.31625,1.31625
0.3505,1.31572,1.31572
0.351,1.3152,1.3152
0.3515,1.31467,1.31467
0.352,1.31414,1.31414
0.3525,1.31362,1.31362
0.353,1.31309,1.31309
0.3535,1.31256,1.31256
0.354,1.31203,1.31203
0.3545,1.31149,1.31149
0.355,1.31096,1.31096
0.3555,1.31043,1.31043
0.356,1.3099,1.3099
0.3565,1.30936,1.30936
0.357,1.30883,1.30883
0.3575,1.30829,1.30829
0.358,1.30775,1.30775
0.3585,1.30722,1.30722
0.359,1.30668,1.30668
0.3595,1.30614,1.30614
0.36,1.3056,1.3056
0.3605,1.30506,1.30506
0.361,1.30452,1.30452
0.3615,1.30398,1.30398
0.362,1.30343,1.30343
0.3625,1.30289,1.30289
0.363,1.30235,1.30235
0.3635,1.3018,1.3018
0.364,1.30126,1.30126
0.3645,1.30071,1.30071
0.365,1.30016,1.30016
0.3655,1.29961,1.29961
0.366,1.29907,1.29907
0.3665,1.29852,1.29852
0.367,1.29797,1.29797
0.3675,1.29742,1.29742
0.368,1.29686,1.29686
0.3685,1.29631,1.29631
0.369,1.29576,1.29576
0.3695,1.2952,1.2952
0.37,1.29465,1.29465
0.3705,1.29409,1.29409
0.371,1.29354,1.29354
0.3715,1.29298,1.29298
0.372,1.29242,1.29242
0.3725,1.29187,1.29187
0.373,1.29131,1.29131
0.3735,1.29075,1.29075
0.374,1.29019,1.29019
0.3745,1.28962,1.28962
0.375,1.28906,1.28906
0.3755,1.2885,1.2885
0.376,1.28794,1.28794
0.3765,1.28737,1.28737
0.377,1.28681,1.28681
0.3775,1.28624,1.28624
0.378,1.28567,1.28567
0.3785,1.28511,1.28511
0.379,1.28454,1.28454
0.3795,1.28397,1.28397
0.38,1.2834,1.2834
0.3805,1.28283,1.28283
0.381,1.28226,1.28226
0.3815,1.28169,1.28169
0.382,1.28111,1.28111
0.3825,1.28054,1.28054
0.383,1.27997,1.27997
0.3835,1.27939,1.27939
0.384,1.27882,1.27882
0.3845,1.27824,1.27824
0.385,1.27766,1.27766
0.3855,1.27708,1.27708
0.386,1.27651,1.27651
0.3865,1.27593,1.27593
0.387,1.27535,1.27535
0.3875,1.27477,1.27477
0.388,1.27418,1.27418
0.3885,1.2736,1.2736
0.389,1.27302,1.27302
0.3895,1.27243,1.27243
0.39,1.27185,1.27185
0.3905,1.27126,1.27126
0.391,1.27068,1.27068
0.3915,1.27009,1.27009
0.392,1.2695,1.2695
0.3925,1.26892,1.26892
0.393,1.26833,1.26833
0.3935,1.26774,1.26774
0.394,1.26715,1.26715
0.3945,1.26655,1.26655
0.395,1.26596,1.26596
0.3955,1.26537,1.26537
0.396,1.26478,1.26478
0.3965,1.26418,1.26418
0.397,1.26359,1.26359
0.3975,1.26299,1.26299
0.398,1.26239,1.26239
0.3985,1.2618,1.2618
0.399,1.2612,1.2612
0.3995,1.2606,1.2606
0.4,1.26,1.26
0.4005,1.2594,1.2594
0.401,1.2588,1.2588
0.4015,1.2582,1.2582
0.402,1.25759,1.25759
0.4025,1.25699,1.25699
0.403,1.25639,1.25639
0.4035,1.25578,1.25578
0.404,1.25518,1.25518
0.4045,1.25457,1.25457
0.405,1.25396,1.25396
0.4055,1.25335,1.25335
0.406,1.25275,1.25275
0.4065,1.25214,1.25214
0.407,1.25153,1.25153
0.4075,1.25092,1.25092
0.408,1.2503,1.2503
0.4085,1.24969,1.24969
0.409,1.24908,1.24908
0.4095,1.24846,1.24846
0.41,1.24785,1.24785
0.4105,1.24723,1.24723
0.411,1.24662,1.24662
0.4115,1.246,1.246
0.412,1.24538,1.24538
0.4125,1.24477,1.24477
0.413,1.24415,1.24415
0.4135,1.24353,1.24353
0.414,1.24291,1.24291
0.4145,1.24228,1.24228
0.415,1.24166,1.24166
0.4155,1.24104,1.24104
0.416,1.24042,1.24042
0.4165,1.23979,1.23979
0.417,1.23917,1.23917
0.4175,1.23854,1.23854
0.418,1.23791,1.23791
0.4185,1.23729,1.23729
0.419,1.23666,1.23666
0.4195,1.23603,1.23603
0.42,1.2354,1.2354
0.4205,1.23477,1.23477
0.421,1.23414,1.23414
0.4215,1.23351,1.23351
0.422,1.23287,1.23287
0.4225,1.23224,1.23224
0.423,1.23161,1.23161
0.4235,1.23097,1.23097
0.424,1.23034,1.23034
0.4245,1.2297,1.2297
0.425,1.22906,1.22906
0.4255,1.22842,1.22842
0.426,1.22779,1.22779
0.4265,1.22715,1.22715
0.427,1.22651,1.22651
0.4275,1.22587,1.22587
0.428,1.22522,1.22522
0.4285,1.22458,1.22458
0.429,1.22394,1.22394
0.4295,1.22329,1.22329
0.43,1.22265,1.22265
0.4305,1.222,1.222
0.431,1.22136,1.22136
0.4315,1.22071,1.22071
0.432,1.22006,1.22006
0.4325,1.21942,1.21942
0.433,1.21877,1.21877
0.4335,1.21812,1.21812
0.434,1.21747,1.21747
0.4345,1.21681,1.21681
0.435,1.21616,1.21616
0.4355,1.21551,1.21551
0.436,1.21486,1.21486
0.4365,1.2142,1.2142
0.437,1.21355,1.21355
0.4375,1.21289,1.21289
0.438,1.21223,1.21223
0.4385,1.21158,1.21158
0.439,1.21092,1.21092
0.4395,1.21026,1.21026
0.44,1.2096,1.2096
0.4405,1.20894,1.20894
0.441,1.20828,1.20828
0.4415,1.20762,1.20762
0.442,1.20695,1.20695
0.4425,1.20629,1.20629
0.443,1.20563,1.20563
0.4435,1.20496,1.20496
0.444,1.2043,1.2043
0.4445,1.20363,1.20363
0.445,1.20296,1.20296
0.4455,1.20229,1.20229
0.446,1.20163,1.20163
0.4465,1.20096,1.20096
0.447,1.20029,1.20029
0.4475,1.19962,1.19962
0.448,1.19894,1.19894
0.4485,1.19827,1.19827
0.449,1.1976,1.1976
0.4495,1.19692,1.19692
0.45,1.19625,1.19625
0.4505,1.19557,1.19557
0.451,1.1949,1.1949
0.4515,1.19422,1.19422
0.452,1.19354,1.19354
0.4525,1.19287,1.19287
0.453,1.19219,1.19219
0.4535,1.19151,1.19151
0.454,1.19083,1.19083
0.4545,1.19014,1.19014
0.455,1.18946,1.18946
0.4555,1.18878,1.18878
0.456,1.1881,1.1881
0.4565,1.18741,1.18741
0.457,1.18673,1.18673
0.4575,1.18604,1.18604
0.458,1.18535,1.18535
0.4585,1.18467,1.18467
0.459,1.18398,1.18398
0.4595,1.18329,1.18329
0.46,1.1826,1.1826
0.4605,1.18191,1.18191
0.461,1.18122,1.18122
0.4615,1.18053,1.18053
0.462,1.17983,1.17983
0.4625,1.17914,1.17914
0.463,1.17845,1.17845
0.4635,1.17775,1.17775
0.464,1.17706,1.17706
0.4645,1.17636,1.17636
0.465,1.17566,1.17566
0.4655,1.17496,1.17496
0.466,1.17427,1.17427
0.4665,1.17357,1.17357
0.467,1.17287,1.17287
0.4675,1.17217,1.17217
0.468,1.17146,1.17146
0.4685,1.17076,1.17076
0.469,1.17006,1.17006
0.4695,1.16935,1.16935
0.47,1.16865,1.16865
0.4705,1.16794,1.16794
0.471,1.16724,1.16724
0.4715,1.16653,1.16653
0.472,1.16582,1.16582
0.4725,1.16512,1.16512
0.473,1.16441,1.16441
0.4735,1.1637,1.1637
0.474,1.16299,1.16299
0.4745,1.16227,1.16227
0.475,1.16156,1.16156
0.4755,1.16085,1.16085
0.476,1.16014,1.16014
0.4765,1.15942,1.15942
0.477,1.15871,1.15871
0.4775,1.15799,1.15799
0.478,1.15727,1.15727
0.4785,1.15656,1.15656
0.479,1.15584,1.15584
0.4795,1.15512,1.15512
0.48,1.1544,1.1544
0.4805,1.15368,1.15368
0.481,1.15296,1.15296
0.4815,1.15224,1.15224
0.482,1.15151,1.15151
0.4825,1.15079,1.15079
