d,uh,u
0,0.0833333,0.0833333
5e-05,0.0833333,0.0833333
0.0001,0.0833333,0.0833333
0.00015,0.0833333,0.0833333
0.0002,0.0833333,0.0833333
0.00025,0.0833333,0.0833333
0.0003,0.0833333,0.0833333
0.00035,0.0833333,0.0833333
0.0004,0.0833333,0.0833333
0.00045,0.0833333,0.0833333
0.0005,0.0833333,0.0833333
0.00055,0.0833333,0.0833333
0.0006,0.0833333,0.0833333
0.00065,0.0833333,0.0833333
0.0007,0.0833333,0.0833333
0.00075,0.0833333,0.0833333
0.0008,0.0833333,0.0833333
0.00085,0.0833333,0.0833333
0.0009,0.0833333,0.0833333
0.00095,0.0833333,0.0833333
0.001,0.0833333,0.0833333
0.00105,0.0833333,0.0833333
0.0011,0.0833333,0.0833333
0.00115,0.0833333,0.0833333
0.0012,0.0833333,0.0833333
0.00125,0.0833333,0.0833333
0.0013,0.0833333,0.0833333
0.00135,0.0833333,0.0833333
0.0014,0.0833333,0.0833333
0.00145,0.0833333,0.0833333
0.0015,0.0833333,0.0833333
0.00155,0.0833333,0.0833333
0.0016,0.0833333,0.0833333
0.00165,0.0833333,0.0833333
0.0017,0.0833333,0.0833333
0.00175,0.0833333,0.0833333
0.0018,0.0833333,0.0833333
0.00185,0.0833333,0.0833333
0.0019,0.0833333,0.0833333
0.00195,0.0833333,0.0833333
0.002,0.0833333,0.0833333
0.00205,0.0833333,0.0833333
0.0021,0.0833333,0.0833333
0.00215,0.0833333,0.0833333
0.0022,0.0833333,0.0833333
0.00225,0.0833333,0.0833333
0.0023,0.0833333,0.0833333
0.00235,0.0833333,0.0833333
0.0024,0.0833333,0.0833333
0.00245,0.0833333,0.0833333
0.0025,0.0833333,0.0833333
0.00255,0.0833333,0.0833333
0.0026,0.0833333,0.0833333
0.00265,0.0833333,0.0833333
0.0027,0.0833333,0.0833333
0.00275,0.0833333,0.0833333
0.0028,0.0833333,0.0833333
0.00285,0.0833333,0.0833333
0.0029,0.0833333,0.0833333
0.00295,0.0833333,0.0833333
0.003,0.0833333,0.0833333
0.00305,0.0833333,0.0833333
0.0031,0.0833333,0.0833333
0.00315,0.0833333,0.0833333
0.0032,0.0833333,0.0833333
0.00325,0.0833333,0.0833333
0.0033,0.0833333,0.0833333
0.00335,0.0833333,0.0833333
0.0034,0.0833333,0.0833333
0.00345,0.0833333,0.0833333
0.0035,0.0833333,0.0833333
0.00355,0.0833333,0.0833333
0.0036,0.0833333,0.0833333
0.00365,0.0833333,0.0833333
0.0037,0.0833333,0.0833333
0.00375,0.0833333,0.0833333
0.0038,0.0833333,0.0833333
0.00385,0.0833333,0.0833333
0.0039,0.0833333,0.0833333
0.00395,0.0833333,0.0833333
0.004,0.0833333,0.0833333
0.00405,0.0833333,0.0833333
0.0041,0.0833333,0.0833333
0.00415,0.0833333,0.0833333
0.0042,0.0833333,0.0833333
0.00425,0.0833333,0.0833333
0.0043,0.0833333,0.0833333
0.00435,0.0833333,0.0833333
0.0044,0.0833333,0.0833333
0.00445,0.0833333,0.0833333
0.0045,0.0833333,0.0833333
0.00455,0.0833333,0.0833333
0.0046,0.0833333,0.0833333
0.00465,0.0833333,0.0833333
0.0047,0.0833333,0.0833333
0.00475,0.0833333,0.0833333
0.0048,0.0833333,0.0833333
0.00485,0.0833333,0.0833333
0.0049,0.0833333,0.0833333
0.00495,0.0833333,0.0833333
0.005,0.0833333,0.0833333
0.00505,0.0833333,0.0833333
0.0051,0.0833333,0.0833333
0.00515,0.0833333,0.0833333
0.0052,0.0833333,0.0833333
0.00525,0.0833333,0.0833333
0.0053,0.0833333,0.0833333
0.00535,0.0833333,0.0833333
0.0054,0.0833333,0.0833333
0.00545,0.0833333,0.0833333
0.0055,0.0833333,0.0833333
0.00555,0.0833333,0.0833333
0.0056,0.0833333,0.0833333
0.00565,0.0833333,0.0833333
0.0057,0.0833333,0.0833333
0.00575,0.0833333,0.0833333
0.0058,0.0833333,0.0833333
0.00585,0.0833333,0.0833333
0.0059,0.0833333,0.0833333
0.00595,0.0833333,0.0833333
0.006,0.0833333,0.0833333
0.00605,0.0833333,0.0833333
0.0061,0.0833333,0.0833333
0.00615,0.0833333,0.0833333
0.0062,0.0833333,0.0833333
0.00625,0.0833333,0.0833333
0.0063,0.0833333,0.0833333
0.00635,0.0833333,0.0833333
0.0064,0.0833333,0.0833333
0.00645,0.0833333,0.0833333
0.0065,0.0833333,0.0833333
0.00655,0.0833333,0.0833333
0.0066,0.0833333,0.0833333
0.00665,0.0833333,0.0833333
0.0067,0.0833333,0.0833333
0.00675,0.0833333,0.0833333
0.0068,0.0833333,0.0833333
0.00685,0.0833333,0.0833333
0.0069,0.0833333,0.0833333
0.00695,0.0833333,0.0833333
0.007,0.0833333,0.0833333
0.00705,0.0833333,0.0833333
0.0071,0.0833333,0.0833333
0.00715,0.0833333,0.0833333
0.0072,0.0833333,0.0833333
0.00725,0.0833333,0.0833333
0.0073,0.0833333,0.0833333
0.00735,0.0833333,0.0833333
0.0074,0.0833333,0.0833333
0.00745,0.0833333,0.0833333
0.0075,0.0833333,0.0833333
0.00755,0.0833333,0.0833333
0.0076,0.0833333,0.0833333
0.00765,0.0833333,0.0833333
0.0077,0.0833333,0.0833333
0.00775,0.0833333,0.0833333
0.0078,0.0833333,0.0833333
0.00785,0.0833333,0.0833333
0.0079,0.0833333,0.0833333
0.00795,0.0833333,0.0833333
0.008,0.0833333,0.0833333
0.00805,0.0833333,0.0833333
0.0081,0.0833333,0.0833333
0.00815,0.0833333,0.0833333
0.0082,0.0833333,0.0833333
0.00825,0.0833333,0.0833333
0.0083,0.0833333,0.0833333
0.00835,0.0833333,0.0833333
0.0084,0.0833333,0.0833333
0.00845,0.0833333,0.0833333
0.0085,0.0833333,0.0833333
0.00855,0.0833333,0.0833333
0.0086,0.0833333,0.0833333
0.00865,0.0833333,0.0833333
0.0087,0.0833333,0.0833333
0.00875,0.0833333,0.0833333
0.0088,0.0833333,0.0833333
0.00885,0.0833333,0.0833333
0.0089,0.0833333,0.0833333
0.00895,0.0833333,0.0833333
0.009,0.0833333,0.0833333
0.00905,0.0833333,0.0833333
0.0091,0.0833333,0.0833333
0.00915,0.0833333,0.0833333
0.0092,0.0833333,0.0833333
0.00925,0.0833333,0.0833333
0.0093,0.0833333,0.0833333
0.00935,0.0833333,0.0833333
0.0094,0.0833333,0.0833333
0.00945,0.0833333,0.0833333
0.0095,0.0833333,0.0833333
0.00955,0.0833333,0.0833333
0.0096,0.0833333,0.0833333
0.00965,0.0833333,0.0833333
0.0097,0.0833333,0.0833333
0.00975,0.0833333,0.0833333
0.0098,0.0833333,0.0833333
0.00985,0.0833333,0.0833333
0.0099,0.0833333,0.0833333
0.00995,0.0833333,0.0833333
0.01,0.0833333,0.0833333
0.01005,0.0833333,0.0833333
0.0101,0.0833333,0.0833333
0.01015,0.0833333,0.0833333
0.0102,0.0833333,0.0833333
0.01025,0.0833333,0.0833333
0.0103,0.0833333,0.0833333
0.01035,0.0833333,0.0833333
0.0104,0.0833333,0.0833333
0.01045,0.0833333,0.0833333
0.0105,0.0833333,0.0833333
0.01055,0.0833333,0.0833333
0.0106,0.0833333,0.0833333
0.01065,0.0833333,0.0833333
0.0107,0.0833333,0.0833333
0.01075,0.0833333,0.0833333
0.0108,0.0833333,0.0833333
0.01085,0.0833333,0.0833333
0.0109,0.0833333,0.0833333
0.01095,0.0833333,0.0833333
0.011,0.0833333,0.0833333
0.01105,0.0833333,0.0833333
0.0111,0.0833333,0.0833333
0.01115,0.0833333,0.0833333
0.0112,0.0833333,0.0833333
0.01125,0.0833333,0.0833333
0.0113,0.0833333,0.0833333
0.01135,0.0833333,0.0833333
0.0114,0.0833333,0.0833333
0.01145,0.0833333,0.0833333
0.0115,0.0833333,0.0833333
0.01155,0.0833333,0.0833333
0.0116,0.0833333,0.0833333
0.01165,0.0833333,0.0833333
0.0117,0.0833333,0.0833333
0.01175,0.0833333,0.0833333
0.0118,0.0833333,0.0833333
