d,uh,u
0.03245,1.49842,1.49842
0.0325,1.49842,1.49842
0.03255,1.49841,1.49841
0.0326,1.49841,1.49841
0.03265,1.4984,1.4984
0.0327,1.4984,1.4984
0.03275,1.49839,1.49839
0.0328,1.49839,1.49839
0.03285,1.49838,1.49838
0.0329,1.49838,1.49838
0.03295,1.49837,1.49837
0.033,1.49837,1.49837
0.03305,1.49836,1.49836
0.0331,1.49836,1.49836
0.03315,1.49835,1.49835
0.0332,1.49835,1.49835
0.03325,1.49834,1.49834
0.0333,1.49834,1.49834
0.03335,1.49833,1.49833
0.0334,1.49833,1.49833
0.03345,1.49832,1.49832
0.0335,1.49832,1.49832
0.03355,1.49831,1.49831
0.0336,1.49831,1.49831
0.03365,1.4983,1.4983
0.0337,1.4983,1.4983
0.03375,1.49829,1.49829
0.0338,1.49829,1.49829
0.03385,1.49828,1.49828
0.0339,1.49828,1.49828
0.03395,1.49827,1.49827
0.034,1.49827,1.49827
0.03405,1.49826,1.49826
0.0341,1.49826,1.49826
0.03415,1.49825,1.49825
0.0342,1.49825,1.49825
0.03425,1.49824,1.49824
0.0343,1.49824,1.49824
0.03435,1.49823,1.49823
0.0344,1.49822,1.49822
0.03445,1.49822,1.49822
0.0345,1.49821,1.49821
0.03455,1.49821,1.49821
0.0346,1.4982,1.4982
0.03465,1.4982,1.4982
0.0347,1.49819,1.49819
0.03475,1.49819,1.49819
0.0348,1.49818,1.49818
0.03485,1.49818,1.49818
0.0349,1.49817,1.49817
0.03495,1.49817,1.49817
0.035,1.49816,1.49816
0.03505,1.49816,1.49816
0.0351,1.49815,1.49815
0.03515,1.49815,1.49815
0.0352,1.49814,1.49814
0.03525,1.49814,1.49814
0.0353,1.49813,1.49813
0.03535,1.49813,1.49813
0.0354,1.49812,1.49812
0.03545,1.49811,1.49811
0.0355,1.49811,1.49811
0.03555,1.4981,1.4981
0.0356,1.4981,1.4981
0.03565,1.49809,1.49809
0.0357,1.49809,1.49809
0.03575,1.49808,1.49808
0.0358,1.49808,1.49808
0.03585,1.49807,1.49807
0.0359,1.49807,1.49807
0.03595,1.49806,1.49806
0.036,1.49806,1.49806
0.03605,1.49805,1.49805
0.0361,1.49805,1.49805
0.03615,1.49804,1.49804
0.0362,1.49803,1.49803
0.03625,1.49803,1.49803
0.0363,1.49802,1.49802
0.03635,1.49802,1.49802
0.0364,1.49801,1.49801
0.03645,1.49801,1.49801
0.0365,1.498,1.498
0.03655,1.498,1.498
0.0366,1.49799,1.49799
0.03665,1.49799,1.49799
0.0367,1.49798,1.49798
0.03675,1.49797,1.49797
0.0368,1.49797,1.49797
0.03685,1.49796,1.49796
0.0369,1.49796,1.49796
0.03695,1.49795,1.49795
0.037,1.49795,1.49795
0.03705,1.49794,1.49794
0.0371,1.49794,1.49794
0.03715,1.49793,1.49793
0.0372,1.49792,1.49792
0.03725,1.49792,1.49792
0.0373,1.49791,1.49791
0.03735,1.49791,1.49791
0.0374,1.4979,1.4979
0.03745,1.4979,1.4979
0.0375,1.49789,1.49789
0.03755,1.49788,1.49788
0.0376,1.49788,1.49788
0.03765,1.49787,1.49787
0.0377,1.49787,1.49787
0.03775,1.49786,1.49786
0.0378,1.49786,1.49786
0.03785,1.49785,1.49785
0.0379,1.49785,1.49785
0.03795,1.49784,1.49784
0.038,1.49783,1.49783
0.03805,1.49783,1.49783
0.0381,1.49782,1.49782
0.03815,1.49782,1.49782
0.0382,1.49781,1.49781
0.03825,1.49781,1.49781
0.0383,1.4978,1.4978
0.03835,1.49779,1.49779
0.0384,1.49779,1.49779
0.03845,1.49778,1.49778
0.0385,1.49778,1.49778
0.03855,1.49777,1.49777
0.0386,1.49777,1.49777
0.03865,1.49776,1.49776
0.0387,1.49775,1.49775
0.03875,1.49775,1.49775
0.0388,1.49774,1.49774
0.03885,1.49774,1.49774
0.0389,1.49773,1.49773
0.03895,1.49772,1.49772
0.039,1.49772,1.49772
0.03905,1.49771,1.49771
0.0391,1.49771,1.49771
0.03915,1.4977,1.4977
0.0392,1.4977,1.4977
0.03925,1.49769,1.49769
0.0393,1.49768,1.49768
0.03935,1.49768,1.49768
0.0394,1.49767,1.49767
0.03945,1.49767,1.49767
0.0395,1.49766,1.49766
0.03955,1.49765,1.49765
0.0396,1.49765,1.49765
0.03965,1.49764,1.49764
0.0397,1.49764,1.49764
0.03975,1.49763,1.49763
0.0398,1.49762,1.49762
0.03985,1.49762,1.49762
0.0399,1.49761,1.49761
0.03995,1.49761,1.49761
0.04,1.4976,1.4976
0.04005,1.49759,1.49759
0.0401,1.49759,1.49759
0.04015,1.49758,1.49758
0.0402,1.49758,1.49758
0.04025,1.49757,1.49757
0.0403,1.49756,1.49756
0.04035,1.49756,1.49756
0.0404,1.49755,1.49755
0.04045,1.49755,1.49755
0.0405,1.49754,1.49754
0.04055,1.49753,1.49753
0.0406,1.49753,1.49753
0.04065,1.49752,1.49752
0.0407,1.49752,1.49752
0.04075,1.49751,1.49751
0.0408,1.4975,1.4975
0.04085,1.4975,1.4975
0.0409,1.49749,1.49749
0.04095,1.49748,1.49748
0.041,1.49748,1.49748
0.04105,1.49747,1.49747
0.0411,1.49747,1.49747
0.04115,1.49746,1.49746
0.0412,1.49745,1.49745
0.04125,1.49745,1.49745
0.0413,1.49744,1.49744
0.04135,1.49744,1.49744
0.0414,1.49743,1.49743
0.04145,1.49742,1.49742
0.0415,1.49742,1.49742
0.04155,1.49741,1.49741
0.0416,1.4974,1.4974
0.04165,1.4974,1.4974
0.0417,1.49739,1.49739
0.04175,1.49739,1.49739
0.0418,1.49738,1.49738
0.04185,1.49737,1.49737
0.0419,1.49737,1.49737
0.04195,1.49736,1.49736
0.042,1.49735,1.49735
0.04205,1.49735,1.49735
0.0421,1.49734,1.49734
0.04215,1.49734,1.49734
0.0422,1.49733,1.49733
0.04225,1.49732,1.49732
0.0423,1.49732,1.49732
0.04235,1.49731,1.49731
0.0424,1.4973,1.4973
0.04245,1.4973,1.4973
0.0425,1.49729,1.49729
0.04255,1.49728,1.49728
0.0426,1.49728,1.49728
0.04265,1.49727,1.49727
0.0427,1.49727,1.49727
0.04275,1.49726,1.49726
0.0428,1.49725,1.49725
0.04285,1.49725,1.49725
0.0429,1.49724,1.49724
0.04295,1.49723,1.49723
0.043,1.49723,1.49723
0.04305,1.49722,1.49722
0.0431,1.49721,1.49721
0.04315,1.49721,1.49721
0.0432,1.4972,1.4972
0.04325,1.49719,1.49719
0.0433,1.49719,1.49719
0.04335,1.49718,1.49718
0.0434,1.49717,1.49717
0.04345,1.49717,1.49717
0.0435,1.49716,1.49716
0.04355,1.49716,1.49716
0.0436,1.49715,1.49715
0.04365,1.49714,1.49714
0.0437,1.49714,1.49714
0.04375,1.49713,1.49713
0.0438,1.49712,1.49712
0.04385,1.49712,1.49712
0.0439,1.49711,1.49711
0.04395,1.4971,1.4971
0.044,1.4971,1.4971
0.04405,1.49709,1.49709
0.0441,1.49708,1.49708
0.04415,1.49708,1.49708
0.0442,1.49707,1.49707
0.04425,1.49706,1.49706
0.0443,1.49706,1.49706
0.04435,1.49705,1.49705
0.0444,1.49704,1.49704
0.04445,1.49704,1.49704
0.0445,1.49703,1.49703
0.04455,1.49702,1.49702
0.0446,1.49702,1.49702
0.04465,1.49701,1.49701
0.0447,1.497,1.497
0.04475,1.497,1.497
0.0448,1.49699,1.49699
0.04485,1.49698,1.49698
0.0449,1.49698,1.49698
0.04495,1.49697,1.49697
0.045,1.49696,1.49696
0.04505,1.49696,1.49696
0.0451,1.49695,1.49695
0.04515,1.49694,1.49694
0.0452,1.49694,1.49694
0.04525,1.49693,1.49693
0.0453,1.49692,1.49692
0.04535,1.49692,1.49692
0.0454,1.49691,1.49691
0.04545,1.4969,1.4969
0.0455,1.49689,1.49689
0.04555,1.49689,1.49689
0.0456,1.49688,1.49688
0.04565,1.49687,1.49687
0.0457,1.49687,1.49687
0.04575,1.49686,1.49686
0.0458,1.49685,1.49685
0.04585,1.49685,1.49685
0.0459,1.49684,1.49684
0.04595,1.49683,1.49683
0.046,1.49683,1.49683
0.04605,1.49682,1.49682
0.0461,1.49681,1.49681
