d,uh,u
0,1.5,1.5
0.05,1.4925,1.49625
0.1,1.485,1.485
0.15,1.4625,1.46625
0.2,1.44,1.44
0.25,1.4025,1.40625
0.3,1.365,1.365
0.35,1.3125,1.31625
0.4,1.26,1.26
0.45,1.1925,1.19625
0.5,1.125,1.125
0.55,1.0425,1.04625
0.6,0.96,0.96
0.65,0.8625,0.86625
0.7,0.765,0.765
0.75,0.6525,0.65625
0.8,0.54,0.54
0.85,0.4125,0.41625
0.9,0.285,0.285
0.95,0.1425,0.14625
1,0,0
